id,name,bodyPart,target,muscle_group,equipment,instructions,tutorial_url,icon,description,difficulty level,difficulty reason
1339,exercise ball lat stretch,back,lats,"shoulders, triceps",stability ball,"Sit on a stability ball with your feet flat on the ground and your back straight.
Hold a dumbbell in one hand and extend your arm straight up overhead.
Slowly lean to the opposite side, feeling a stretch in your lat muscle.
Hold the stretch for 20-30 seconds, then return to the starting position.
Repeat on the other side.",https://v2.exercisedb.io/image/N6YJjgNw6TJo6Y,None,"The ball lat stretch targets the latissimus dorsi while also engaging the shoulders and triceps, helping to improve upper back flexibility and reduce tightness in the back and upper limbs. It promotes better posture and can aid in recovery for athletes who perform overhead or pulling movements.",Beginner,"It relies on bodyweight and a stability ball with minimal coordination or equipment, making it accessible to all fitness levels."
1341,exercise ball lower back stretch (pyramid),back,lats,"glutes, hamstrings",stability ball,"Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.
Slowly walk your feet forward, rolling the ball down your back until your lower back is resting on the ball.
Place your hands behind your head or cross them over your chest.
Engage your core and slowly lower your upper body towards the ground, allowing your lower back to stretch over the ball.
Hold the stretch for a few seconds, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/SP9JIhPufv8m3c,None,"This ball lower back stretch targets the lats while also engaging the glutes and hamstrings, improving flexibility and spinal mobility for a healthier back.",Beginner,"It’s a bodyweight, low‑coordination stretch that requires only a stability ball."
1342,exercise ball lying side lat stretch,back,lats,"shoulders, triceps",stability ball,"Lie on your side with your legs extended and your head supported by the stability ball.
Place your top arm on the ball for stability.
Reach your top arm overhead and allow your torso to rotate slightly.
Feel the stretch in your lat muscles on the side of your body.
Hold the stretch for 20-30 seconds, then switch sides and repeat.",https://v2.exercisedb.io/image/555nBOn3y6IQLC,None,This stretch targets the latissimus dorsi and helps improve upper back flexibility while engaging the shoulders and triceps for stabilization. It increases range of motion and reduces muscle tension in the back and side torso.,Beginner,"It uses only a stability ball and bodyweight, making it simple and low coordination."
1382,exercise ball on the wall calf raise,lower legs,calves,"hamstrings, quadriceps",dumbbell,"Stand with your back against a wall and place an exercise ball between your lower back and the wall.
Position your feet shoulder-width apart, with your toes pointing forward.
Hold a dumbbell in each hand, with your arms extended by your sides.
Raise your heels off the ground, lifting your body weight onto the balls of your feet.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/fRHAYAc3kjFbTB,None,"This calf raise targets the gastrocnemius and soleus muscles in the calves, while also engaging the hamstrings and quadriceps for stability. It improves ankle strength, lower‑leg endurance, and balance, making it great for everyday mobility and athletic performance.",Intermediate,It uses dumbbells and involves a compound movement that requires coordination and moderate load.
3241,exercise ball on the wall calf raise (tennis ball between ankles),lower legs,calves,"hamstrings, quadriceps",dumbbell,"Stand facing a wall with your feet shoulder-width apart.
Place an exercise ball between the wall and your lower back.
Hold a dumbbell in each hand, with your arms extended by your sides.
Place a tennis ball between your ankles.
Raise your heels off the ground, lifting your body up onto your toes.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/KqYobNkza13trA,None,"This exercise targets the calf muscles—gastrocnemius and soleus—while also engaging the hamstrings and quadriceps for stability. It strengthens the lower legs, improves ankle stability and balance, and enhances overall lower-body endurance. The added resistance from dumbbells and the instability of the tennis ball challenge coordination, making it an effective functional workout.",Intermediate,"It uses basic equipment (dumbbells) with added balance challenge, making it more demanding than a simple bodyweight calf raise but not requiring specialized gear or elite skill."
3240,exercise ball on the wall calf raise (tennis ball between knees),lower legs,calves,"quadriceps, hamstrings",dumbbell,"Stand with your back against a wall and place an exercise ball between your lower back and the wall.
Position your feet shoulder-width apart and slightly in front of you.
Hold a dumbbell in each hand, with your arms extended by your sides.
Place a tennis ball between your knees.
Raise your heels off the ground, lifting your body up onto your toes.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/0cUgHyOws1C8b0,None,"This exercise targets the calf muscles, helping to build strength and improve ankle stability. By adding a dumbbell for resistance and a ball for balance, it also engages the quadriceps and hamstrings for a full lower‑leg workout. Regular practice can enhance power, reduce injury risk, and support athletic performance.",Intermediate,"It requires basic equipment and moderate coordination, making it suitable for those who can perform bodyweight calf raises but want to increase intensity."
1416,exercise ball one leg prone lower body rotation,upper legs,glutes,"hamstrings, quadriceps, core",stability ball,"Lie face down on the stability ball with your hips resting on the ball and your legs extended straight behind you.
Place your hands on the ground in front of you for support.
Engage your glutes and core muscles to stabilize your body.
Slowly lift one leg off the ground, keeping it straight and parallel to the floor.
Rotate your leg outward, away from your body, while keeping your hips and upper body stable.
Pause for a moment at the end of the rotation, then slowly return your leg to the starting position.
Repeat the rotation with the other leg.
Continue alternating legs for the desired number of repetitions.",https://v2.exercisedb.io/image/49UuJHqYTKxx4i,None,"This stability‑ball exercise targets the glutes, hamstrings, quadriceps, and core, helping to strengthen the posterior chain and improve hip stability. By rotating the leg while keeping the hips stable, it enhances rotational control and core engagement. It also promotes balance and functional movement patterns.",Beginner,"It uses only bodyweight and a stability ball, with a simple movement that requires minimal coordination."
1417,exercise ball one legged diagonal kick hamstring curl,upper legs,glutes,"hamstrings, calves",stability ball,"Start by lying on your back with your legs extended and your heels resting on top of the stability ball.
Place your arms by your sides for stability.
Engage your glutes and core muscles to lift your hips off the ground, creating a straight line from your shoulders to your heels.
Bend your right knee and bring it towards your chest, keeping your left leg extended and your foot flexed.
Kick your right leg diagonally across your body, extending it fully and engaging your hamstrings.
Slowly return your right leg to the starting position, maintaining control and stability.
Repeat the movement with your left leg, alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/LswE2rpen1rTPz,None,"This exercise targets the glutes, hamstrings, and calves while engaging the core for stability. By lifting the hips and performing a diagonal kick, you strengthen the posterior chain and improve hip stability. It also enhances balance and core control through the stability ball.",Advanced,"It requires balance on a stability ball and coordinated hip lift and leg movement, making it a complex bodyweight exercise."
1296,exercise ball pike push up,chest,pectorals,"shoulders, triceps, core",stability ball,"Start in a push-up position with your hands on the floor and your shins resting on the stability ball.
Engage your core and lift your hips up towards the ceiling, rolling the ball towards your hands.
Keep your legs straight and your body in a pike position, forming an inverted V shape.
Bend your elbows and lower your upper body towards the floor, keeping your head in line with your hands.
Push through your hands and extend your arms to return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/3Yh5UcdH0WtkXz,None,"The exercise targets the pectorals while engaging the shoulders, triceps, and core for stability. It improves upper body strength, shoulder mobility, and core stability through a dynamic push‑up variation on a stability ball.",Intermediate,"It uses a stability ball for balance and core engagement, making it a compound movement that requires moderate coordination and strength."
1343,exercise ball prone leg raise,back,spine,"abdominals, glutes",stability ball,"Lie face down on a mat with your legs extended and your toes resting on top of the stability ball.
Place your hands on the ground, shoulder-width apart, and engage your core muscles.
Keeping your legs straight, slowly lift them off the ground, using your lower back and glutes to raise them as high as possible.
Pause for a moment at the top, then slowly lower your legs back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/zmMQuSoF-vkDfu,None,"The exercise ball prone leg raise strengthens the core, glutes, and lower back, promoting spinal stability and improved posture. It also enhances core endurance and hip extension control, benefiting athletes and daily functional movements.",Intermediate,"It requires a stability ball and coordination to maintain balance while lifting the legs, making it more complex than basic bodyweight moves."
1560,exercise ball seated hamstring stretch,upper legs,hamstrings,"glutes, lower back",stability ball,"Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.
Slowly roll the ball forward, walking your feet out until your upper back is resting on the ball and your legs are extended straight in front of you.
Place your hands on your hips for support.
Engage your core and slowly lower your upper body towards the ground, keeping your back straight and your chest lifted.
Stop when you feel a stretch in your hamstrings, and hold the position for 20-30 seconds.
Slowly return to the starting position by pushing through your heels and using your hamstrings to pull yourself back up.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/iuuahmxHUwO6nL,None,"This seated hamstring stretch targets the hamstrings, glutes, and lower back, helping to improve flexibility and reduce stiffness. It also encourages core engagement and promotes better posture.",Beginner,"It requires only a stability ball and bodyweight, with minimal coordination."
1745,exercise ball seated triceps stretch,upper arms,triceps,shoulders,stability ball,"Sit on a stability ball with your feet flat on the ground and your back straight.
Hold a dumbbell in one hand and extend your arm straight up above your head.
Bend your elbow and lower the dumbbell behind your head, keeping your upper arm close to your ear.
Hold the stretch for a few seconds, then return to the starting position.
Repeat with the other arm.",https://v2.exercisedb.io/image/0iV3NdtIbApK2b,None,"The seated triceps stretch on a stability ball targets the triceps and engages the shoulder muscles, improving upper arm flexibility and range of motion while reducing tension and enhancing joint mobility.",Intermediate,"It uses a stability ball and dumbbell, combining basic equipment with a controlled stretch that requires moderate coordination and balance."
1746,exercise ball supine triceps extension,upper arms,triceps,shoulders,dumbbell,"Sit on an exercise ball with your feet flat on the ground and your knees bent at a 90-degree angle.
Hold a dumbbell with both hands and extend your arms straight up towards the ceiling.
Slowly lower the dumbbell behind your head, keeping your elbows close to your ears.
Pause for a moment, then raise the dumbbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/QewHTlRvS3U8a6,None,"This seated dumbbell triceps extension targets the triceps brachii, helping to strengthen the arm’s extension and improve upper‑body pushing power. The movement also engages the shoulders for stability, enhancing overall arm and shoulder endurance. Consistent practice can increase muscle definition and support functional activities that involve arm extension.",Intermediate,"It requires a dumbbell and exercise ball, combining basic equipment with a compound motion that demands moderate coordination and core stability."
1747,ez bar french press on exercise ball,upper arms,triceps,shoulders,ez barbell,"Sit on an exercise ball and hold an EZ barbell with an overhand grip.
Extend your arms straight up, keeping your elbows close to your head.
Slowly lower the barbell behind your head by bending your elbows.
Pause for a moment, then extend your arms back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/TclUB-XHvpA2nj,None,"This seated EZ bar French press on an exercise ball targets the triceps while engaging the shoulders and core for stability, helping to build arm strength and improve shoulder joint control. The exercise also enhances core endurance by requiring you to maintain balance on the ball.",Intermediate,It uses a basic piece of equipment (EZ bar) and requires moderate coordination and core stability.
3010,ez bar lying bent arms pullover,back,lats,"triceps, chest",ez barbell,"Lie flat on a bench with your head at one end and your feet on the floor.
Hold the EZ barbell with a pronated grip (palms facing away from you) and your hands shoulder-width apart.
Extend your arms straight above your chest, keeping a slight bend in your elbows.
Lower the barbell in an arc motion behind your head, maintaining the slight bend in your elbows.
Pause for a moment, then return the barbell to the starting position by reversing the arc motion.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/xCrI3KVun3VVT0,None,"The EZ bar lying bent arms pullover targets the latissimus dorsi while also engaging the chest and triceps. It helps build upper back width and strength, improves shoulder stability and flexibility, and can contribute to a stronger, more balanced upper body.",Intermediate,"It requires an EZ barbell and a bench, and involves a compound movement that engages multiple muscle groups, making it suitable for intermediate lifters."
1748,ez bar lying close grip triceps extension behind head,upper arms,triceps,shoulders,ez barbell,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench.
Hold the ez barbell with a close grip, palms facing up, and extend your arms straight up over your chest.
Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows.
Pause for a moment, then extend your arms back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/-2-utWjIXta3nB,None,"The EZ‑bar lying close‑grip triceps extension targets the long head of the triceps brachii, helping to build arm strength and improve elbow extension. It also engages the anterior deltoid and core for stability, providing a full upper‑arm workout while keeping the shoulders safe. Consistent training can enhance arm definition and support overall pushing movements.",Intermediate,It uses a basic EZ barbell and requires moderate coordination to perform the behind‑head movement safely.
1344,ez bar reverse grip bent over row,back,upper back,"biceps, forearms",ez barbell,"Stand with your feet shoulder-width apart and knees slightly bent.
Hold the ez barbell with an underhand grip, palms facing up, and hands shoulder-width apart.
Bend forward at the hips, keeping your back straight and chest up, until your torso is almost parallel to the floor.
Pull the ez barbell towards your lower chest, squeezing your shoulder blades together.
Pause for a moment at the top, then slowly lower the ez barbell back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/kIIqDsTRfm1cF6,None,"This exercise targets the upper back while also engaging the biceps and forearms, helping to improve posture and upper body pulling strength. The reverse grip variation places extra emphasis on the lower lats and brachialis for a fuller back and stronger arms.",Intermediate,It uses an EZ bar and involves a compound bent‑over row that requires coordination and control but is accessible to most lifters.
1682,ez bar seated close grip concentration curl,upper arms,biceps,forearms,ez barbell,"Sit on a bench with your feet flat on the ground and hold an EZ barbell with an underhand grip.
Rest your elbow on the inside of your thigh, just above the knee.
Curl the barbell up towards your shoulder while keeping your upper arm stationary.
Squeeze your biceps at the top of the movement, then slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/DR8vYP-Rm0aHl0,None,"This seated close‑grip concentration curl isolates the biceps brachii and the brachialis, strengthening the upper arm and improving forearm endurance. The controlled movement enhances peak contraction and promotes muscle growth while minimizing shoulder involvement.",Beginner,"It requires only a seated position and a barbell, making it easy for beginners to perform with proper form."
1749,ez bar standing french press,upper arms,triceps,shoulders,ez barbell,"Stand with your feet shoulder-width apart and hold the ez barbell with an overhand grip.
Raise the barbell above your head, fully extending your arms.
Keeping your upper arms close to your head, slowly lower the barbell behind your head by bending your elbows.
Pause for a moment, then extend your arms back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/UJpTnzceoU4N0t,None,"The EZ‑bar standing French press isolates the triceps brachii while also engaging the shoulders for stability and control. By extending the elbows overhead, it improves arm strength, joint mobility, and can help reduce shoulder strain compared to a straight bar. Regularly incorporating this move can enhance upper‑arm definition and support daily lifting tasks.",Intermediate,It requires a basic piece of equipment (EZ barbell) and involves a compound overhead movement that demands moderate coordination and strength.
445,ez barbell anti gravity press,shoulders,delts,"triceps, chest",ez barbell,"Start by standing with your feet shoulder-width apart and holding the ez barbell with an overhand grip.
Raise the barbell to shoulder height, keeping your elbows slightly bent and your palms facing forward.
Press the barbell overhead, extending your arms fully.
Lower the barbell back to shoulder height and repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/2GJ5p-2qeyu2Dk,None,"The EZ barbell anti gravity press works the deltoids, triceps, and upper chest, helping to build shoulder strength and stability. It engages the core and lower body for balance, improving overall upper‑body power. By pressing the bar overhead, it also enhances shoulder mobility and posture.",Intermediate,It uses a basic piece of equipment and a compound movement that requires coordination but is not overly complex.
1627,ez barbell close grip preacher curl,upper arms,biceps,forearms,ez barbell,"Sit on a preacher curl bench and place your upper arms on the pad, gripping the ez barbell with an underhand grip.
Rest your triceps on the pad and fully extend your arms, keeping your back straight.
Slowly curl the barbell towards your shoulders, contracting your biceps.
Pause for a moment at the top, squeezing your biceps.
Lower the barbell back to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/2Xp3pZ9JLdPls5,None,"The EZ barbell close‑grip preacher curl targets the biceps brachii and engages the forearm flexors, helping to build peak contraction and arm definition. By isolating the biceps, it reduces strain on the shoulders and improves overall arm strength and aesthetics.",Intermediate,"It requires an EZ barbell and a preacher bench, making it a moderate‑equipment exercise that is more advanced than bodyweight but less complex than heavy compound lifts."
446,ez barbell close-grip curl,upper arms,biceps,forearms,ez barbell,"Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands shoulder-width apart.
Keep your elbows close to your torso and your upper arms stationary throughout the movement.
Curl the barbell up towards your shoulders, contracting your biceps.
Pause for a moment at the top, then slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/c59Uf6HnJpelzc,None,"The EZ barbell close‑grip curl targets the biceps brachii and also engages the forearm flexors. It helps build arm strength, improve grip endurance, and enhance the appearance of the upper arms. The close grip reduces shoulder involvement, making it a safe, isolated move for beginners.",Beginner,"It is a simple, low‑coordination isolation movement that can be performed with an EZ barbell, making it suitable for beginners."
447,ez barbell curl,upper arms,biceps,forearms,ez barbell,"Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.
Keep your elbows close to your torso and your upper arms stationary throughout the movement.
Exhale as you curl the barbell up towards your shoulders, contracting your biceps.
Pause for a moment at the top, then inhale as you slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/qyjPPC1p-qiSCf,None,"The EZ barbell curl targets the biceps brachii and brachialis in the upper arms, while also engaging forearm flexors. It helps build arm strength, improve muscle definition, and enhance grip stability. This exercise is effective for overall upper arm development and functional lifting.",Beginner,"It uses a simple, low‑coordination movement that can be performed with basic equipment."
448,ez barbell decline close grip face press,upper arms,triceps,"chest, shoulders",ez barbell,"Lie on a decline bench with your head lower than your feet.
Grasp the ez barbell with a close grip, palms facing each other.
Extend your arms straight up above your chest, keeping your elbows close to your body.
Lower the barbell towards your forehead by bending your elbows.
Pause for a moment, then press the barbell back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/z1yzg3Q1A7MGcA,None,"The EZ barbell decline close‑grip face press targets the triceps brachii, engaging the long and lateral heads while also recruiting the chest and anterior shoulder for stability. This movement improves upper‑arm strength, increases elbow extension power, and enhances shoulder joint stability during pressing motions.",Intermediate,"It uses a basic piece of equipment (EZ barbell) and a compound movement that requires moderate coordination and strength, fitting the intermediate level."
2186,ez barbell decline triceps extension,upper arms,triceps,shoulders,ez barbell,"Lie on a decline bench with your head lower than your feet and your feet secured.
Hold the ez barbell with an overhand grip, hands shoulder-width apart.
Extend your arms fully, keeping your elbows close to your head.
Lower the barbell slowly towards your forehead, bending your elbows.
Pause for a moment, then extend your arms back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/amZuWLaUx-GdGT,None,"Targets the triceps brachii, especially the long head, with a decline angle that emphasizes the upper portion. This exercise builds arm strength, size, and improves pushing power.",Intermediate,"It uses an EZ barbell on a decline bench, requiring moderate coordination and equipment, fitting the intermediate level."
449,ez barbell incline triceps extension,upper arms,triceps,shoulders,ez barbell,"Set up an incline bench at a 45-degree angle.
Sit on the bench with your back against the pad and hold the ez barbell with an overhand grip.
Extend your arms fully overhead, keeping your elbows close to your head.
Lower the barbell behind your head by bending your elbows, keeping your upper arms stationary.
Pause for a moment, then extend your arms back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/JUdnbkh-YtxyiY,None,"The EZ barbell incline triceps extension targets the triceps brachii, helping to build arm strength and size while also engaging the anterior deltoids for shoulder stability. It improves the lock‑out power of the elbow joint and enhances overall upper‑body aesthetics.",Intermediate,"It uses a basic piece of equipment and requires controlled movement, making it suitable for those with some experience but not yet advanced."
450,ez barbell jm bench press,upper arms,triceps,"chest, shoulders",ez barbell,"Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.
Grasp the ez barbell with an overhand grip, slightly wider than shoulder-width apart.
Lower the barbell to your chest, keeping your elbows tucked in close to your body.
Push the barbell back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/2GgOlIgASneEtg,None,"This EZ barbell JM bench press works the triceps, chest, and shoulders, helping to build upper‑body strength, improve pushing power, and enhance muscle symmetry. By keeping elbows tucked and using a slightly wider grip, it emphasizes triceps activation while also engaging the pectoral and deltoid muscles for a balanced upper‑body workout.",Intermediate,It uses a basic piece of equipment (an EZ barbell) and involves a compound movement that targets multiple upper‑body muscle groups.
451,ez barbell reverse grip curl,upper arms,biceps,forearms,ez barbell,"Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip.
Keep your elbows close to your torso and your upper arms stationary throughout the exercise.
Curl the barbell upwards by contracting your biceps, while exhaling.
Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level.
Hold the contracted position for a brief pause as you squeeze your biceps.
Slowly begin to bring the barbell back to the starting position as you inhale.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/kv4tPVtVsI7uuG,None,"The EZ bar reverse grip curl primarily works the biceps brachii and brachialis while also engaging the forearm flexors. It improves arm strength, increases muscle size, and enhances grip endurance, making it a versatile addition to upper‑arm training.",Intermediate,"Because it requires an EZ barbell and involves a controlled, compound curling motion that is more complex than bodyweight moves but still accessible to most lifters."
452,ez barbell reverse grip preacher curl,upper arms,biceps,forearms,ez barbell,"Sit on a preacher bench with your chest against the pad and your feet flat on the floor.
Grasp the ez barbell with an underhand grip, hands shoulder-width apart.
Rest your upper arms on the pad, allowing your forearms to hang down.
Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.
Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/pHmiHf3ZPrzINc,None,"The EZ barbell reverse grip preacher curl targets the biceps brachii and brachialis, while also engaging the forearm flexors. This isolation movement improves peak biceps contraction and can help develop a fuller arm appearance. It also reduces elbow joint stress compared to a standard curl.",Intermediate,"The exercise uses a specialized bench and requires controlled, isolated movement, making it appropriate for intermediate lifters."
1458,ez barbell seated curls,upper arms,biceps,forearms,ez barbell,"Sit on a bench with your feet flat on the ground and your back straight.
Hold the ez barbell with an underhand grip, palms facing up, and your hands shoulder-width apart.
Rest your upper arms on your thighs, allowing the ez barbell to hang down in front of you.
Keeping your upper arms stationary, exhale and curl the ez barbell upwards towards your shoulders.
Pause for a moment at the top, squeezing your biceps.
Inhale and slowly lower the ez barbell back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/lE1B-wKC-sQ2m1,None,"This seated EZ barbell curl targets the biceps brachii and brachialis, strengthening the upper arm and improving forearm endurance. It also helps improve grip strength and overall arm aesthetics.",Intermediate,"It requires a basic piece of equipment and a simple, controlled movement that is suitable for most lifters."
453,ez barbell seated triceps extension,upper arms,triceps,shoulders,ez barbell,"Sit on a bench with your back straight and feet flat on the ground.
Hold the ez barbell with an overhand grip, hands shoulder-width apart.
Raise the barbell overhead, fully extending your arms.
Keeping your upper arms stationary, lower the barbell behind your head by bending your elbows.
Pause for a moment, then raise the barbell back to the starting position by extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/kvxPTvnoROnwGm,None,"The EZ barbell seated triceps extension targets the triceps brachii, helping to build strength and definition in the upper arms while also engaging the shoulder stabilizers. This exercise improves elbow extension power and contributes to better performance in pressing movements. It is a focused, isolation movement that can be incorporated into both strength and hypertrophy training.",Intermediate,It uses a basic piece of equipment and requires moderate coordination to perform the movement correctly.
454,ez barbell spider curl,upper arms,biceps,forearms,ez barbell,"Stand with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.
Rest your upper arms on a preacher bench or stability ball, allowing your elbows to hang down.
Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.
Pause for a moment at the top, squeezing your biceps.
Inhale and slowly lower the barbell back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/CsnzqJIebi4LuP,None,"The EZ barbell spider curl targets the biceps brachii and engages the forearms, helping to build arm strength and improve peak contraction. By isolating the biceps in a controlled motion, it reduces shoulder involvement and enhances muscle definition. Consistent practice can increase arm size and support overall upper‑body strength.",Intermediate,It uses basic equipment (EZ barbell) and focuses on a compound‑style isolation movement that requires moderate coordination.
1628,ez barbell spider curl,upper arms,biceps,forearms,ez barbell,"Stand with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.
Rest your upper arms on a preacher bench or stability ball, allowing your elbows to hang down.
Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.
Pause for a moment at the top, squeezing your biceps.
Inhale and slowly lower the barbell back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ZRY9sbFoYMGml9,None,"The EZ barbell spider curl targets the biceps brachii while engaging the forearms for a focused upper arm workout. By isolating the biceps with the upper arms stationary, it enhances peak contraction and improves muscle definition. Consistent practice can increase arm strength and support overall upper body stability.",Intermediate,"It uses a basic EZ barbell and requires controlled movement, making it suitable for those with moderate experience."
2404,ez-bar biceps curl (with arm blaster),upper arms,biceps,forearms,ez barbell,"Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.
Place your upper arms against the arm blaster, keeping them stationary throughout the exercise.
Keeping your elbows close to your body, exhale and curl the barbell up towards your shoulders.
Pause for a moment at the top, squeezing your biceps.
Inhale and slowly lower the barbell back to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/RqzW8c1iR5SsSs,None,"This exercise targets the biceps brachii and also engages the forearm flexors. By keeping the upper arms stationary on the arm blaster, it isolates the biceps, allowing for a focused contraction and reduced strain on the elbows. Consistent performance improves arm strength, size, and functional pulling power.",Intermediate,"It requires basic equipment (EZ barbell and arm blaster) and focuses on a single-joint movement, making it suitable for intermediate lifters."
2432,ez-bar close-grip bench press,upper arms,triceps,"chest, shoulders",ez barbell,"Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.
Grasp the ez barbell with a close grip, hands shoulder-width apart, palms facing forward.
Lift the barbell off the rack and hold it directly above your chest with your arms fully extended.
Slowly lower the barbell towards your chest, keeping your elbows close to your body.
Pause for a moment when the barbell touches your chest.
Push the barbell back up to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/VzlaF7p04To5gn,None,"The ez‑bar close‑grip bench press targets the triceps while also engaging the chest and anterior deltoids. It builds upper‑body strength and improves elbow stability, making it ideal for both hypertrophy and functional performance.",Intermediate,"It is a compound exercise performed with a basic ez barbell, requiring moderate strength and coordination."
2741,ez-barbell standing wide grip biceps curl,upper arms,biceps,forearms,ez barbell,"Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands wider than shoulder-width apart.
Keep your elbows close to your torso and your upper arms stationary throughout the movement.
Curl the barbell up towards your shoulders by contracting your biceps.
Pause for a moment at the top, then slowly lower the barbell back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/I4Sq7FVbxFGtgW,None,"The EZ‑bar standing wide‑grip biceps curl focuses on the biceps brachii while also engaging the forearms, helping to build upper‑arm strength and size. The movement improves elbow flexion and shoulder stability, making it useful for everyday lifting and sports performance.",Intermediate,"It uses an EZ barbell and requires controlled movement, making it suitable for those with basic equipment experience but not advanced skill."
2133,farmers walk,upper legs,quads,"calves, forearms, core",dumbbell,"Stand up straight with a dumbbell in each hand, palms facing your sides.
Keep your back straight and your shoulders back.
Take small, controlled steps forward, maintaining an upright posture.
Continue walking for the desired distance or time.
To finish, stop walking and carefully lower the dumbbells to your sides.",https://v2.exercisedb.io/image/bZAhYGdE30zMgp,None,"The farmer’s walk engages the quads, calves, forearms, and core, building strength, stability, and grip endurance while also improving posture and functional mobility. It’s a full‑body conditioning exercise that boosts power and muscular endurance. The movement also enhances core stability and improves overall athletic performance.",Intermediate,"It requires basic equipment (dumbbells) and involves compound, coordinated movement, fitting the intermediate level."
455,finger curls,lower arms,forearms,"wrist flexors, grip muscles",barbell,"Sit on a bench with your feet flat on the ground and hold a barbell with an underhand grip, palms facing up.
Rest your forearms on your thighs, allowing your wrists to hang off the edge.
Slowly curl your fingers towards your palms, squeezing the barbell tightly.
Hold the contraction for a moment, then slowly release your fingers back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Wl7eBgiC4BZr6Y,None,"Finger curls with a barbell target the wrist flexors and grip muscles of the forearms, helping to strengthen the forearm extensors and improve overall grip endurance. By isolating the wrist flexion, this exercise builds muscular endurance and enhances hand strength for daily tasks and sports that require a strong grip.",Beginner,"The movement is simple, requires minimal coordination, and can be performed safely with a barbell for beginners."
